,song_title,lyric_pair
358,Teeth Like God’s Shoeshine,"All, all wrong, and it's all, all wrong || Here's the man with teeth like God's shoeshine"
359,Teeth Like God’s Shoeshine,"Here's the man with teeth like God's shoeshine || He sparkles, shimmers, shines"
360,Teeth Like God’s Shoeshine,"He sparkles, shimmers, shines || Let's all have another Orange Julius"
361,Teeth Like God’s Shoeshine,Let's all have another Orange Julius || Thick syrup standing in lines
362,Teeth Like God’s Shoeshine,Thick syrup standing in lines || The malls are the soon-to-be ghost towns
363,Teeth Like God’s Shoeshine,"The malls are the soon-to-be ghost towns || Well, so long, farewell, goodbye"
364,Teeth Like God’s Shoeshine,"Well, so long, farewell, goodbye || And the telephone goes off"
365,Teeth Like God’s Shoeshine,"And the telephone goes off || Pick the receiver up, try to meet ends"
366,Teeth Like God’s Shoeshine,"Pick the receiver up, try to meet ends || And find out the beginning, the end and the best of it"
367,Teeth Like God’s Shoeshine,"And find out the beginning, the end and the best of it || Oh my, God damn"
368,Teeth Like God’s Shoeshine,"Oh my, God damn || Take 'em all for the long ride"
369,Teeth Like God’s Shoeshine,Take 'em all for the long ride || And you'll go 'round town
370,Teeth Like God’s Shoeshine,And you'll go 'round town || No one wants to be uptight anymore
371,Teeth Like God’s Shoeshine,No one wants to be uptight anymore || You could be ashamed or be so proud of what you've done
372,Teeth Like God’s Shoeshine,"You could be ashamed or be so proud of what you've done || But not no one, not now, not ever or anyone"
373,Talking Shit About a Pretty Sunset,"Oh, noose || Tied myself in, tied myself too tight"
374,Talking Shit About a Pretty Sunset,"Tied myself in, tied myself too tight || Looking kind of anxious in your cross-armed stance"
375,Talking Shit About a Pretty Sunset,Looking kind of anxious in your cross-armed stance || Like a bad-tempered prom queen at a homecoming dance
376,Talking Shit About a Pretty Sunset,Like a bad-tempered prom queen at a homecoming dance || And I claim I'm not excited with my life anymore
377,Talking Shit About a Pretty Sunset,"And I claim I'm not excited with my life anymore || So I blame this town, this job, these friends"
378,Talking Shit About a Pretty Sunset,"So I blame this town, this job, these friends || The truth is it's myself"
379,Talking Shit About a Pretty Sunset,The truth is it's myself || And I'm trying to understand myself and pinpoint who I am
380,Talking Shit About a Pretty Sunset,And I'm trying to understand myself and pinpoint who I am || When I finally get it figured out
381,Talking Shit About a Pretty Sunset,When I finally get it figured out || I've changed the whole damn plan
382,Talking Shit About a Pretty Sunset,"I've changed the whole damn plan || Oh, noose"
383,Talking Shit About a Pretty Sunset,"Oh, noose || Tied myself in, tied myself too tight"
384,Talking Shit About a Pretty Sunset,"Tied myself in, tied myself too tight || Oh, noose"
385,Talking Shit About a Pretty Sunset,"Oh, noose || Tied myself in, tied myself too tight"
386,Talking Shit About a Pretty Sunset,"Tied myself in, tied myself too tight || Talking shit about a pretty sunset"
387,Talking Shit About a Pretty Sunset,Talking shit about a pretty sunset || Blanketing opinions that I'll probably regret soon
388,Talking Shit About a Pretty Sunset,Blanketing opinions that I'll probably regret soon || Changed my mind so much I can't even trust it
389,Talking Shit About a Pretty Sunset,Changed my mind so much I can't even trust it || My mind changed me so much I can't even trust myself
390,Lampshades on Fire,Up-up-up-up up-up ba-da-dah || Duh-duh-duh-duh duh-duh da-da-dah
391,Lampshades on Fire,"Duh-duh-duh-duh duh-duh da-da-dah || We're all going, we're all going"
392,Lampshades on Fire,"We're all going, we're all going || Well, the lampshade's on fire and the lights go out"
393,Lampshades on Fire,"Well, the lampshade's on fire and the lights go out || The room lit up and we ran about"
394,Lampshades on Fire,"The room lit up and we ran about || Well, this is what I'd really call a party now"
395,Lampshades on Fire,"Well, this is what I'd really call a party now || Packed up our cars, moved to the next town"
396,Lampshades on Fire,"Packed up our cars, moved to the next town || Well, the lampshade's on fire and the lights go out"
397,Lampshades on Fire,"Well, the lampshade's on fire and the lights go out || This is what I'd really call a party now"
398,Lampshades on Fire,"This is what I'd really call a party now || Well, fear makes us really, really run around"
399,Lampshades on Fire,"Well, fear makes us really, really run around || This one's done so where to now?"
400,Lampshades on Fire,"This one's done so where to now? || Our eyes light up, we have no shame at all"
401,Lampshades on Fire,"Our eyes light up, we have no shame at all || Well, you all know what I'm talking about"
402,Lampshades on Fire,"Well, you all know what I'm talking about || Shaved off my eyebrows, let 'em fall to the ground"
403,Lampshades on Fire,"Shaved off my eyebrows, let 'em fall to the ground || So I can't look surprised right now"
404,Lampshades on Fire,"So I can't look surprised right now || Pack up again, head to the next place"
405,Lampshades on Fire,"Pack up again, head to the next place || Where we'll make the same mistakes"
406,Lampshades on Fire,Where we'll make the same mistakes || Burn it up or just chop it down
407,Lampshades on Fire,Burn it up or just chop it down || This one's done so where to now?
408,Lampshades on Fire,This one's done so where to now? || Up-up-up-up up-up ba-da-dah
409,Lampshades on Fire,Up-up-up-up up-up ba-da-dah || Duh-duh-duh-duh duh-duh da-da-dah
410,Lampshades on Fire,"Duh-duh-duh-duh duh-duh da-da-dah || We're all going, we're all going"
411,Lampshades on Fire,"We're all going, we're all going || Well, the lampshade's on fire when the lights go out"
412,Lampshades on Fire,"Well, the lampshade's on fire when the lights go out || This is what I really call a party now"
413,Lampshades on Fire,"This is what I really call a party now || Well, fear makes us really, really run around"
414,Lampshades on Fire,"Well, fear makes us really, really run around || Ah, this one's done so where to now?"
415,Lampshades on Fire,"Ah, this one's done so where to now? || Our eyes light up, we have no shame at all"
416,Lampshades on Fire,"Our eyes light up, we have no shame at all || Well, you all know what I'm talking about"
417,Lampshades on Fire,"Well, you all know what I'm talking about || The room lights up, well, we're still dancing around"
418,Lampshades on Fire,"The room lights up, well, we're still dancing around || We're having fun, having some fun now"
419,Lampshades on Fire,"We're having fun, having some fun now || Pack up again, head to the next place"
420,Lampshades on Fire,"Pack up again, head to the next place || Where we'll make the same mistakes"
421,Lampshades on Fire,Where we'll make the same mistakes || Open one up and let it fall to the ground
422,Lampshades on Fire,Open one up and let it fall to the ground || Pile out the door when it all runs out
423,Lampshades on Fire,Pile out the door when it all runs out || Up-up-up-up up-up ba-da-dah
424,Lampshades on Fire,Up-up-up-up up-up ba-da-dah || Duh-duh-duh-duh duh-duh da-da-dah
425,Lampshades on Fire,"Duh-duh-duh-duh duh-duh da-da-dah || We're all going, we're all going"
426,Lampshades on Fire,"We're all going, we're all going || We have spines and other bones"
427,Lampshades on Fire,"We have spines and other bones || We'll eat your food, we'll throw stones"
428,Lampshades on Fire,"We'll eat your food, we'll throw stones || Oh, this is how it's always gone"
429,Lampshades on Fire,"Oh, this is how it's always gone || And this is how it's going to go"
430,Lampshades on Fire,"And this is how it's going to go || Well, we're the human race"
431,Lampshades on Fire,"Well, we're the human race || We're going to party out this place"
432,Lampshades on Fire,We're going to party out this place || And then move on
433,Lampshades on Fire,And then move on || Tough luck
434,Lampshades on Fire,Tough luck || We'll kill you off and then make a clone
435,Lampshades on Fire,"We'll kill you off and then make a clone || Yeah, we got spines and we have bones!"
436,Lampshades on Fire,"Yeah, we got spines and we have bones! || This is how it's always gone"
437,Lampshades on Fire,This is how it's always gone || And this is how it's going to go
438,Lampshades on Fire,And this is how it's going to go || Our soft feelings are getting hurt
439,Lampshades on Fire,"Our soft feelings are getting hurt || Oh, we want you to do the work"
440,Lampshades on Fire,"Oh, we want you to do the work || Our ass looks great inside these jeans"
441,Lampshades on Fire,"Our ass looks great inside these jeans || Well, we want just our water clean"
